ID_REF	VALUE
TC01000001.hg.1	5.70789022172721
TC01000002.hg.1	4.90057158924371
TC01000003.hg.1	3.27089994968213
TC01000004.hg.1	5.23379759073768
TC01000005.hg.1	8.24069044673206
TC01000006.hg.1	11.4483638845798
TC01000007.hg.1	11.1691764083924
TC01000008.hg.1	7.73665793942812
TC01000009.hg.1	2.65154956722219
TC01000010.hg.1	4.10037694461302
TC01000011.hg.1	6.4254919569645
TC01000012.hg.1	4.82856273876783
TC01000013.hg.1	7.68485562835956
TC01000014.hg.1	5.38920168990407
TC01000015.hg.1	5.68719581386587
TC01000016.hg.1	5.96581084042704
TC01000017.hg.1	5.43923096203461
TC01000018.hg.1	6.48669346948924
TC01000019.hg.1	5.99396828194227
TC01000020.hg.1	6.41754867426262
TC01000021.hg.1	6.27204029489208
TC01000022.hg.1	6.27158772197189
TC01000023.hg.1	6.62301393535427
TC01000024.hg.1	7.21741542276768
TC01000025.hg.1	6.76623820177271
TC01000026.hg.1	5.54291867673977
TC01000027.hg.1	4.89749035967495
TC01000028.hg.1	3.06192625843389
TC01000029.hg.1	3.27797624340096
TC01000030.hg.1	6.08239877816536
TC01000031.hg.1	7.20190882617105
TC01000032.hg.1	6.18936837561407
TC01000033.hg.1	6.2968941278307
TC01000034.hg.1	6.57153392129152
TC01000035.hg.1	5.88582786332763
TC01000036.hg.1	6.17516026244429
TC01000037.hg.1	6.82226303470449
TC01000038.hg.1	6.77761501257667
TC01000039.hg.1	4.55102047159703
TC01000040.hg.1	6.64651762562103
TC01000041.hg.1	6.42634793544801
TC01000042.hg.1	6.93532183904969
TC01000043.hg.1	7.22168987160554
TC01000044.hg.1	5.11266035612517
TC01000045.hg.1	5.48697532065929
TC01000046.hg.1	6.75489077270791
TC01000047.hg.1	6.29468897318941
TC01000048.hg.1	6.24836262931793
TC01000049.hg.1	5.22628146018078
TC01000050.hg.1	6.43885360970302
TC01000051.hg.1	6.16005078767944
TC01000052.hg.1	6.10871303332037
TC01000053.hg.1	5.99495425483687
TC01000054.hg.1	6.35724156551425
TC01000055.hg.1	5.83257051155332
TC01000056.hg.1	5.98864793892033
TC01000057.hg.1	7.33300477293269
TC01000058.hg.1	7.11019668115723
TC01000059.hg.1	5.58026677850719
TC01000060.hg.1	5.96388328403221
TC01000061.hg.1	6.86376027075864
TC01000062.hg.1	5.90356075847165
TC01000063.hg.1	3.92240807596528
TC01000064.hg.1	6.55225894248913
TC01000065.hg.1	4.52142932193339
TC01000066.hg.1	5.49064664098134
TC01000067.hg.1	5.84044174480741
TC01000068.hg.1	2.24347569982857
TC01000069.hg.1	5.86603587718797
TC01000070.hg.1	7.61010608743335
TC01000071.hg.1	6.3165314771091
TC01000072.hg.1	5.29113092410634
TC01000073.hg.1	6.61588507338623
TC01000074.hg.1	6.28537885363784
TC01000075.hg.1	4.74435992657386
TC01000076.hg.1	4.18133358980464
TC01000077.hg.1	4.00699439727071
TC01000078.hg.1	5.0810310689569
TC01000079.hg.1	3.31540204176195
TC01000080.hg.1	5.18092613069937
TC01000081.hg.1	3.78682826992054
TC01000082.hg.1	6.80456490405546
TC01000083.hg.1	8.72627044069288
TC01000084.hg.1	5.94993184618172
TC01000085.hg.1	6.67444545069249
TC01000086.hg.1	5.29807188101692
TC01000087.hg.1	5.81201369602543
TC01000088.hg.1	6.4163656367635
TC01000089.hg.1	4.86490437028432
TC01000090.hg.1	5.01441990261903
TC01000091.hg.1	5.92955612576772
TC01000092.hg.1	6.14151761810345
TC01000093.hg.1	6.08995492261746
TC01000094.hg.1	3.75857604317182
TC01000095.hg.1	1.99350134693914
TC01000096.hg.1	5.19824544534587
TC01000097.hg.1	5.36763558332395
TC01000098.hg.1	5.66945657090532
TC01000099.hg.1	7.6716997652313
TC01000100.hg.1	7.03375906667183
TC01000101.hg.1	7.25330758700119
TC01000102.hg.1	4.87330915207803
TC01000103.hg.1	4.44376730956332
TC01000104.hg.1	5.42066418985033
TC01000105.hg.1	4.20478433731717
TC01000106.hg.1	4.52436955286892
TC01000107.hg.1	2.77310041719008
TC01000108.hg.1	4.88289118927495
TC01000109.hg.1	8.47118058498124
TC01000110.hg.1	4.39615750725859
TC01000111.hg.1	5.48307821076563
TC01000112.hg.1	6.59574771762491
TC01000113.hg.1	7.78926887211322
TC01000114.hg.1	1.79916576428323
TC01000115.hg.1	7.37147282270406
TC01000116.hg.1	8.20356789451395
