ID_REF	VALUE
TC01000001.hg.1	5.40291812432041
TC01000002.hg.1	4.81016086815513
TC01000003.hg.1	3.67554137658031
TC01000004.hg.1	6.14941701140981
TC01000005.hg.1	8.17042101801173
TC01000006.hg.1	11.4746199362671
TC01000007.hg.1	11.1405677965144
TC01000008.hg.1	7.44165378182167
TC01000009.hg.1	3.70116793538796
TC01000010.hg.1	6.23453388707701
TC01000011.hg.1	6.80349429972367
TC01000012.hg.1	5.1012775171803
TC01000013.hg.1	7.70159063073699
TC01000014.hg.1	6.54579342437272
TC01000015.hg.1	5.83625770080037
TC01000016.hg.1	6.39328261281947
TC01000017.hg.1	5.12360094403923
TC01000018.hg.1	6.47210518823956
TC01000019.hg.1	6.16035897985889
TC01000020.hg.1	6.3709788908961
TC01000021.hg.1	6.15026651852541
TC01000022.hg.1	6.26877743796372
TC01000023.hg.1	6.60754004139849
TC01000024.hg.1	6.52124973632008
TC01000025.hg.1	6.81521422116206
TC01000026.hg.1	5.34386334545052
TC01000027.hg.1	5.03209796967843
TC01000028.hg.1	2.90303678665067
TC01000029.hg.1	3.28340318586445
TC01000030.hg.1	5.98679335588072
TC01000031.hg.1	6.62192601459481
TC01000032.hg.1	6.17863478662594
TC01000033.hg.1	5.9802200049229
TC01000034.hg.1	6.09551795511219
TC01000035.hg.1	5.84632050710177
TC01000036.hg.1	5.96875691292303
TC01000037.hg.1	6.70548986875789
TC01000038.hg.1	6.68535585925725
TC01000039.hg.1	4.34232687288348
TC01000040.hg.1	6.68256516290326
TC01000041.hg.1	5.97188347773668
TC01000042.hg.1	6.43525244641539
TC01000043.hg.1	6.53664812918796
TC01000044.hg.1	4.88088056826182
TC01000045.hg.1	5.23918472990478
TC01000046.hg.1	6.59507955185636
TC01000047.hg.1	6.33424732567287
TC01000048.hg.1	6.08891685804232
TC01000049.hg.1	4.8992119361616
TC01000050.hg.1	6.28107042742788
TC01000051.hg.1	6.03369377851638
TC01000052.hg.1	6.15433155357465
TC01000053.hg.1	5.86901655926063
TC01000054.hg.1	6.1781922157174
TC01000055.hg.1	5.86769866201586
TC01000056.hg.1	5.74542625300964
TC01000057.hg.1	6.78240410540753
TC01000058.hg.1	6.69396278790988
TC01000059.hg.1	5.40691626503966
TC01000060.hg.1	5.94588353576355
TC01000061.hg.1	6.51643344929302
TC01000062.hg.1	5.82939567268176
TC01000063.hg.1	3.77546814050472
TC01000064.hg.1	6.21918028360769
TC01000065.hg.1	4.74003388227441
TC01000066.hg.1	5.56961749957947
TC01000067.hg.1	5.8180486381281
TC01000068.hg.1	2.44625143361146
TC01000069.hg.1	5.76599898468348
TC01000070.hg.1	7.74881798516284
TC01000071.hg.1	5.99294682276019
TC01000072.hg.1	5.29284185403454
TC01000073.hg.1	6.48865944738826
TC01000074.hg.1	6.19843698265011
TC01000075.hg.1	4.7694706027044
TC01000076.hg.1	4.31429080595446
TC01000077.hg.1	3.70753983843223
TC01000078.hg.1	4.7451202017901
TC01000079.hg.1	3.34916116291349
TC01000080.hg.1	5.27830648969403
TC01000081.hg.1	3.79881778775238
TC01000082.hg.1	6.84361455725614
TC01000083.hg.1	8.65399298294276
TC01000084.hg.1	5.92177317144374
TC01000085.hg.1	6.53630991529516
TC01000086.hg.1	5.29826287723838
TC01000087.hg.1	5.78760633021671
TC01000088.hg.1	6.66614919052976
TC01000089.hg.1	5.16969255505255
TC01000090.hg.1	4.86182411242297
TC01000091.hg.1	5.64847802653305
TC01000092.hg.1	5.5293757297187
TC01000093.hg.1	5.76426566466012
TC01000094.hg.1	4.00716245667877
TC01000095.hg.1	1.92147397868811
TC01000096.hg.1	5.20282309850245
TC01000097.hg.1	4.86743182724945
TC01000098.hg.1	5.57899249002212
TC01000099.hg.1	7.64539855382349
TC01000100.hg.1	7.30197275068706
TC01000101.hg.1	6.87068555919736
TC01000102.hg.1	4.7709134177328
TC01000103.hg.1	4.58799699803078
TC01000104.hg.1	5.24993714952888
TC01000105.hg.1	4.41768608937491
TC01000106.hg.1	4.60274218139956
TC01000107.hg.1	2.76991956231861
TC01000108.hg.1	4.77378588396781
TC01000109.hg.1	7.46223973811353
TC01000110.hg.1	4.46439429469439
TC01000111.hg.1	4.66726058696175
TC01000112.hg.1	6.60163494323508
TC01000113.hg.1	7.41741080330263
TC01000114.hg.1	2.02052522731258
TC01000115.hg.1	6.57956723642646
TC01000116.hg.1	6.71459508159427
TC01000117.hg.1	5.62248613897446
TC01000118.hg.1	5.99159853705217
TC01000119.hg.1	5.58156041852867
TC01000120.hg.1	4.85938474450749
TC01000121.hg.1	4.45595252155173
TC01000122.hg.1	5.78643531837589
TC01000123.hg.1	7.3082965167
TC01000124.hg.1	5.98599561717844
TC01000125.hg.1	6.65373120634295
TC01000126.hg.1	5.03190180563565
TC01000127.hg.1	6.64976347110342
TC01000128.hg.1	11.3402888448844
TC01000129.hg.1	6.95258334857991
TC01000130.hg.1	4.54257601791475
TC01000131.hg.1	5.87018783660379
TC01000132.hg.1	6.13872374978169
TC01000133.hg.1	5.07662421955827
TC01000134.hg.1	7.03629842976123
TC01000135.hg.1	4.3266765774478
TC01000136.hg.1	3.94290589740808
TC01000137.hg.1	2.83730554529266
TC01000138.hg.1	2.84531151390917
TC01000139.hg.1	4.80893149675467
TC01000140.hg.1	1.97012742613541
TC01000141.hg.1	6.8715022187733
TC01000142.hg.1	5.40468563559164
TC01000143.hg.1	5.48502668544513
TC01000144.hg.1	6.30486524719317
TC01000145.hg.1	6.25775504682961
TC01000146.hg.1	5.36115398776796
TC01000147.hg.1	6.21542824345077
TC01000148.hg.1	6.06085962789394
TC01000149.hg.1	6.29359120618694
TC01000150.hg.1	8.39279564258645
TC01000151.hg.1	7.443378019173
TC01000152.hg.1	7.23695763351664
TC01000153.hg.1	6.30031229585352
TC01000154.hg.1	5.66176005811085
TC01000155.hg.1	6.90942671076019
TC01000156.hg.1	6.51219304900363
TC01000157.hg.1	7.5859408026917
TC01000158.hg.1	5.63123413550307
TC01000159.hg.1	3.56039555835866
TC01000160.hg.1	3.66920210386248
TC01000161.hg.1	4.64755296832032
TC01000162.hg.1	3.60391692074709
TC01000163.hg.1	4.99990616244966
TC01000164.hg.1	3.42136545054504
TC01000165.hg.1	3.5037980848248
TC01000166.hg.1	3.88066466887084
TC01000167.hg.1	2.37249564202156
TC01000168.hg.1	4.71642613370197
TC01000169.hg.1	4.14021428588109
TC01000170.hg.1	3.92290699695953
TC01000171.hg.1	3.53188472648679
TC01000172.hg.1	4.00251210579349
TC01000173.hg.1	4.64790366047606
TC01000174.hg.1	4.5075460114979
TC01000175.hg.1	4.30096019208748
TC01000176.hg.1	3.75720688453943
TC01000177.hg.1	3.98196842466871
TC01000178.hg.1	4.3445774164569
TC01000179.hg.1	4.45297968891183
TC01000180.hg.1	4.63896974312834
TC01000181.hg.1	4.8993018479744
TC01000182.hg.1	5.34489057411395
TC01000183.hg.1	3.80326253161115
TC01000184.hg.1	5.57055374654764
TC01000185.hg.1	4.81075646402781
TC01000186.hg.1	4.39511408202447
TC01000187.hg.1	6.68394894111292
TC01000188.hg.1	5.5879729166483
TC01000190.hg.1	5.71084513143967
TC01000191.hg.1	6.09056096754301
TC01000192.hg.1	7.83609323559773
TC01000193.hg.1	7.70721637089393
TC01000194.hg.1	6.71266528895656
TC01000195.hg.1	6.08502206889569
TC01000196.hg.1	6.25494384075589
TC01000197.hg.1	5.86756549037055
TC01000198.hg.1	7.40759036386043
TC01000199.hg.1	2.53152323897779
TC01000200.hg.1	5.44543857918489
TC01000202.hg.1	4.97616542399801
TC01000203.hg.1	4.98342791670139
TC01000204.hg.1	3.47248812370047
TC01000205.hg.1	6.46805492992443
TC01000206.hg.1	6.72969760067703
TC01000207.hg.1	4.29356453025948
TC01000208.hg.1	4.91491685406205
TC01000209.hg.1	4.71986465786221
TC01000210.hg.1	4.65779011881951
TC01000211.hg.1	4.83353902914406
TC01000212.hg.1	7.87994313915869
TC01000213.hg.1	5.46877574722841
TC01000214.hg.1	4.65779011881951
TC01000215.hg.1	3.00394599720996
TC01000216.hg.1	6.67407646083811
TC01000217.hg.1	6.3415277647231
TC01000218.hg.1	12.9749042772075
TC01000219.hg.1	5.58606235555289
TC01000220.hg.1	2.78901911773421
TC01000221.hg.1	7.61137435219276
TC01000222.hg.1	5.22859706007801
TC01000223.hg.1	5.02500987760488
TC01000224.hg.1	4.54236020658669
TC01000225.hg.1	12.9749042772075
TC01000226.hg.1	3.92384226784581
TC01000227.hg.1	5.67144725790131
TC01000228.hg.1	1.91523543988926
TC01000229.hg.1	5.56096479893923
TC01000230.hg.1	5.19064150229451
TC01000231.hg.1	5.1527044628433
TC01000232.hg.1	5.33328606217084
TC01000233.hg.1	4.69305077306723
TC01000234.hg.1	5.56510219845837
TC01000235.hg.1	2.16102218868644
TC01000236.hg.1	6.76592289298608
TC01000237.hg.1	4.9014361384242
TC01000238.hg.1	5.02319673117517
TC01000239.hg.1	5.6187669804492
TC01000240.hg.1	3.70730434360316
TC01000241.hg.1	4.08680393404054
TC01000242.hg.1	4.79946327691454
TC01000243.hg.1	5.32171252957304
TC01000244.hg.1	6.22324476385271
TC01000245.hg.1	6.2030995089591
TC01000246.hg.1	6.52648435969158
TC01000247.hg.1	6.0249724172771
TC01000248.hg.1	2.19061627933107
TC01000250.hg.1	7.06448629889373
TC01000251.hg.1	5.46389949712484
TC01000252.hg.1	4.36121543214544
TC01000253.hg.1	4.61481450268378
TC01000254.hg.1	5.48204670184314
TC01000255.hg.1	4.67490182536469
TC01000256.hg.1	4.74978478952825
TC01000257.hg.1	5.53166579140303
TC01000258.hg.1	4.69268152374349
TC01000259.hg.1	4.93665832848442
TC01000260.hg.1	6.07931481499377
TC01000261.hg.1	6.17537789667475
TC01000262.hg.1	6.54960576917539
TC01000263.hg.1	5.75539762417481
TC01000264.hg.1	6.25630664478179
TC01000265.hg.1	1.74557124174805
TC01000266.hg.1	4.73320578333578
TC01000267.hg.1	4.04571714633841
TC01000268.hg.1	6.81027265263441
TC01000269.hg.1	3.81768447799568
TC01000270.hg.1	6.0141918596676
TC01000271.hg.1	6.2331754633942
TC01000272.hg.1	6.40481097738455
TC01000273.hg.1	5.55948553934317
TC01000274.hg.1	5.66198254669277
TC01000275.hg.1	6.63162490185741
TC01000277.hg.1	1.63087947108527
TC01000278.hg.1	1.83041599257383
TC01000279.hg.1	5.65788069836624
TC01000280.hg.1	7.62718625093745
TC01000281.hg.1	3.75091190178493
TC01000282.hg.1	6.42032167133905
TC01000283.hg.1	6.02606599474305
TC01000284.hg.1	5.96085843231173
TC01000285.hg.1	6.49051478125866
TC01000286.hg.1	8.36169427085258
TC01000287.hg.1	7.31719886115146
TC01000288.hg.1	6.33646075836935
TC01000289.hg.1	5.96332674545628
