ID_REF	VALUE
TC01000001.hg.1	5.7386266805493
TC01000002.hg.1	5.09701628118909
TC01000003.hg.1	3.30846605338441
TC01000004.hg.1	3.64060076208301
TC01000005.hg.1	8.52515020589027
TC01000006.hg.1	11.5101973941533
TC01000007.hg.1	11.2856543591981
TC01000008.hg.1	6.48941367876881
TC01000009.hg.1	2.88915361767858
TC01000010.hg.1	4.73491939223364
TC01000011.hg.1	5.64759611569711
TC01000012.hg.1	5.09181197385057
TC01000013.hg.1	8.41471538790248
TC01000014.hg.1	3.69680329604632
TC01000015.hg.1	5.61661340747519
TC01000016.hg.1	5.48387224500301
TC01000017.hg.1	5.52395034463845
TC01000018.hg.1	6.56306721817034
TC01000019.hg.1	6.53248390364551
TC01000020.hg.1	6.9586035179144
TC01000021.hg.1	6.63052051708194
TC01000022.hg.1	6.74294401731756
TC01000023.hg.1	7.1779618826524
TC01000024.hg.1	7.39034055164715
TC01000025.hg.1	7.20791781474409
TC01000026.hg.1	5.78270638653855
TC01000027.hg.1	5.28477170871147
TC01000028.hg.1	3.10802692521252
TC01000029.hg.1	3.95919249520625
TC01000030.hg.1	6.46127478715866
TC01000031.hg.1	6.58537578147568
TC01000032.hg.1	6.54606959539209
TC01000033.hg.1	6.53322039295498
TC01000034.hg.1	6.75949564343907
TC01000035.hg.1	6.20316883468756
TC01000036.hg.1	6.19948321658862
TC01000037.hg.1	7.02021301731145
TC01000038.hg.1	7.15798222659844
TC01000039.hg.1	4.65190943289315
TC01000040.hg.1	7.10833916591971
TC01000041.hg.1	6.3257469850844
TC01000042.hg.1	6.87543435707739
TC01000043.hg.1	6.95942791694527
TC01000044.hg.1	5.29729610119329
TC01000045.hg.1	5.7188311852367
TC01000046.hg.1	7.1090152613832
TC01000047.hg.1	6.90495332028096
TC01000048.hg.1	6.74160005111013
TC01000049.hg.1	5.54331238824779
TC01000050.hg.1	6.72496574382343
TC01000051.hg.1	6.49503350430574
TC01000052.hg.1	6.55917503462612
TC01000053.hg.1	6.42631262032047
TC01000054.hg.1	6.59883289422209
TC01000055.hg.1	5.80100034411276
TC01000056.hg.1	6.15845288618197
TC01000057.hg.1	7.25581987237279
TC01000058.hg.1	7.45596340694204
TC01000059.hg.1	5.70367959308481
TC01000060.hg.1	6.42683506557039
TC01000061.hg.1	6.8521245631362
TC01000062.hg.1	6.25959397362881
TC01000063.hg.1	3.57816567365727
TC01000064.hg.1	6.68791589622279
TC01000065.hg.1	4.87801751736722
TC01000066.hg.1	5.97602395471057
TC01000067.hg.1	6.26934567386169
TC01000068.hg.1	2.60794512932237
TC01000069.hg.1	6.16457464964801
TC01000070.hg.1	7.72207350391911
TC01000071.hg.1	6.37137521354346
TC01000072.hg.1	5.55005800935383
TC01000073.hg.1	7.02118796566048
TC01000074.hg.1	6.42503836612836
TC01000075.hg.1	5.1412630130636
TC01000076.hg.1	4.39681285808858
TC01000077.hg.1	3.9632398802639
TC01000078.hg.1	5.63669684187892
TC01000079.hg.1	3.23292728951212
TC01000080.hg.1	5.66244471512327
TC01000081.hg.1	3.79256477604094
TC01000082.hg.1	7.23066518384507
TC01000083.hg.1	8.68898303421017
TC01000084.hg.1	6.24814014806939
TC01000085.hg.1	6.88761854856445
TC01000086.hg.1	5.42500611141318
TC01000087.hg.1	6.04032388195434
TC01000088.hg.1	6.80500312525871
TC01000089.hg.1	5.3477923614889
