ID_REF	VALUE
TC01000001.hg.1	6.4507732605958
TC01000002.hg.1	4.86528879843949
TC01000003.hg.1	3.43674646932538
TC01000004.hg.1	3.69239170766658
TC01000005.hg.1	8.18000147761223
TC01000006.hg.1	11.5138542840445
TC01000007.hg.1	11.2037816160803
TC01000008.hg.1	7.48339610878973
TC01000009.hg.1	2.83032805364011
TC01000010.hg.1	4.53933847833395
TC01000011.hg.1	6.02647554746039
TC01000012.hg.1	4.75461793009882
TC01000013.hg.1	7.43173383200629
TC01000014.hg.1	3.91525263774266
TC01000015.hg.1	5.93741073391894
TC01000016.hg.1	6.61290372540933
TC01000017.hg.1	5.43104379608511
TC01000018.hg.1	6.36435653429009
TC01000019.hg.1	6.00875264527888
TC01000020.hg.1	6.44806457522363
TC01000021.hg.1	6.24509629496309
TC01000022.hg.1	6.38009530686009
TC01000023.hg.1	6.51427578859548
TC01000024.hg.1	7.00865078569579
TC01000025.hg.1	7.05383616071371
TC01000026.hg.1	5.55381382055688
TC01000027.hg.1	4.90010967954595
TC01000028.hg.1	2.81770017544181
TC01000029.hg.1	2.99681303120559
TC01000030.hg.1	6.19843295786108
TC01000031.hg.1	6.63151448352204
TC01000032.hg.1	6.25069669766019
TC01000033.hg.1	6.12475874161078
TC01000034.hg.1	6.06643173406104
TC01000035.hg.1	5.89740406333588
TC01000036.hg.1	5.90851388923014
TC01000037.hg.1	6.75720871698812
TC01000038.hg.1	6.88384522185254
TC01000039.hg.1	4.4477669420262
TC01000040.hg.1	6.86983772037035
TC01000041.hg.1	5.97529770418823
TC01000042.hg.1	6.56647741739029
TC01000043.hg.1	6.56887039556767
TC01000044.hg.1	4.94776180457976
TC01000045.hg.1	5.41640110472552
TC01000046.hg.1	6.73205123225111
TC01000047.hg.1	6.52779183937688
TC01000048.hg.1	6.32649504816196
TC01000049.hg.1	5.4202078134536
TC01000050.hg.1	6.47122810961604
TC01000051.hg.1	6.10130113234013
TC01000052.hg.1	6.2147809182867
TC01000053.hg.1	5.96212627588369
TC01000054.hg.1	6.35247445233023
TC01000055.hg.1	5.57889686710818
TC01000056.hg.1	5.85839101837999
TC01000057.hg.1	7.11151828349475
TC01000058.hg.1	6.67090980001219
TC01000059.hg.1	5.91532800035249
TC01000060.hg.1	6.18326059583308
TC01000061.hg.1	6.79213905119451
TC01000062.hg.1	5.92540082905774
TC01000063.hg.1	3.94587823082895
TC01000064.hg.1	6.46409078486895
TC01000065.hg.1	4.90892234894589
TC01000066.hg.1	5.4616980481578
TC01000067.hg.1	6.10774494990681
TC01000068.hg.1	2.92074056017818
TC01000069.hg.1	5.94744829277236
TC01000070.hg.1	7.3043271083299
TC01000071.hg.1	6.06615699427928
TC01000072.hg.1	5.29967195245483
TC01000073.hg.1	6.3141332389336
TC01000074.hg.1	6.35836055352036
TC01000075.hg.1	4.75437614626454
TC01000076.hg.1	4.56664491487488
TC01000077.hg.1	3.96530011243497
TC01000078.hg.1	5.09644238297185
TC01000079.hg.1	3.46882507430973
TC01000080.hg.1	5.51443889327713
TC01000081.hg.1	4.24814694391878
TC01000082.hg.1	7.00852805323403
TC01000083.hg.1	8.59746888950408
TC01000084.hg.1	6.36366027966484
TC01000085.hg.1	6.69622203743022
TC01000086.hg.1	5.20701667418267
TC01000087.hg.1	5.55897001577431
TC01000088.hg.1	6.50285359879397
TC01000089.hg.1	4.63385977247396
TC01000090.hg.1	5.15750130920505
TC01000091.hg.1	5.75972863979924
TC01000092.hg.1	5.88112677067739
TC01000093.hg.1	5.90797002064023
TC01000094.hg.1	3.93827021296516
TC01000095.hg.1	1.9563052193027
TC01000096.hg.1	5.73611469144747
TC01000097.hg.1	5.08431099891916
TC01000098.hg.1	5.66633117404791
TC01000099.hg.1	7.45596383733708
TC01000100.hg.1	6.48516888234432
TC01000101.hg.1	6.85514428860956
TC01000102.hg.1	4.91512036675499
TC01000103.hg.1	4.29854403242661
